listing_id,date,available,price
1874928,2015-10-03,f,
1874928,2015-10-04,f,
1874928,2015-10-05,f,
1874928,2015-10-06,f,
1874928,2015-10-07,t,$121.00
1874928,2015-10-08,f,
1874928,2015-10-09,f,
1874928,2015-10-10,f,
1874928,2015-10-11,f,
1874928,2015-10-12,f,
1874928,2015-10-13,t,$108.00
1874928,2015-10-14,t,$129.00
1874928,2015-10-15,t,$138.00
1874928,2015-10-16,f,
1874928,2015-10-17,f,
1874928,2015-10-18,f,
1874928,2015-10-19,f,
1874928,2015-10-20,f,
1874928,2015-10-21,f,
1874928,2015-10-22,f,
1874928,2015-10-23,f,
1874928,2015-10-24,f,
1874928,2015-10-25,f,
1874928,2015-10-26,f,
1874928,2015-10-27,f,
1874928,2015-10-28,t,$105.00
1874928,2015-10-29,f,
1874928,2015-10-30,f,
1874928,2015-10-31,f,
1874928,2015-11-01,t,$102.00
1874928,2015-11-02,t,$102.00
1874928,2015-11-03,t,$115.00
1874928,2015-11-04,t,$124.00
1874928,2015-11-05,t,$154.00
1874928,2015-11-06,t,$174.00
1874928,2015-11-07,t,$174.00
1874928,2015-11-08,t,$174.00
1874928,2015-11-09,t,$102.00
1874928,2015-11-10,f,
1874928,2015-11-11,f,
1874928,2015-11-12,f,
1874928,2015-11-13,f,
1874928,2015-11-14,f,
1874928,2015-11-15,f,
1874928,2015-11-16,f,
1874928,2015-11-17,t,$102.00
1874928,2015-11-18,t,$102.00
1874928,2015-11-19,t,$117.00
1874928,2015-11-20,t,$174.00
1874928,2015-11-21,t,$174.00
1874928,2015-11-22,t,$174.00
1874928,2015-11-23,t,$111.00
1874928,2015-11-24,t,$102.00
1874928,2015-11-25,f,
1874928,2015-11-26,f,
1874928,2015-11-27,f,
1874928,2015-11-28,f,
1874928,2015-11-29,t,$102.00
1874928,2015-11-30,t,$107.00
1874928,2015-12-01,t,$126.00
1874928,2015-12-02,t,$147.00
1874928,2015-12-03,t,$174.00
1874928,2015-12-04,t,$174.00
1874928,2015-12-05,t,$174.00
1874928,2015-12-06,t,$174.00
1874928,2015-12-07,t,$114.00
1874928,2015-12-08,t,$102.00
1874928,2015-12-09,t,$102.00
1874928,2015-12-10,t,$103.00
1874928,2015-12-11,t,$128.00
1874928,2015-12-12,t,$166.00
1874928,2015-12-13,t,$151.00
1874928,2015-12-14,t,$113.00
1874928,2015-12-15,t,$102.00
1874928,2015-12-16,t,$102.00
1874928,2015-12-17,t,$102.00
1874928,2015-12-18,t,$136.00
1874928,2015-12-19,t,$175.00
1874928,2015-12-20,t,$175.00
1874928,2015-12-21,t,$175.00
1874928,2015-12-22,t,$175.00
1874928,2015-12-23,t,$175.00
1874928,2015-12-24,t,$175.00
1874928,2015-12-25,t,$175.00
1874928,2015-12-26,t,$175.00
1874928,2015-12-27,t,$175.00
1874928,2015-12-28,t,$175.00
1874928,2015-12-29,t,$175.00
1874928,2015-12-30,t,$175.00
1874928,2015-12-31,t,$175.00
1874928,2016-01-01,t,$175.00
1874928,2016-01-02,t,$175.00
1874928,2016-01-03,t,$160.00
1874928,2016-01-04,t,$142.00
1874928,2016-01-05,t,$142.00
1874928,2016-01-06,t,$142.00
1874928,2016-01-07,t,$142.00
1874928,2016-01-08,t,$142.00
1874928,2016-01-09,t,$142.00
1874928,2016-01-10,t,$142.00
1874928,2016-01-11,t,$142.00
1874928,2016-01-12,t,$142.00
1874928,2016-01-13,t,$142.00
1874928,2016-01-14,t,$142.00
1874928,2016-01-15,t,$142.00
1874928,2016-01-16,t,$142.00
1874928,2016-01-17,t,$142.00
1874928,2016-01-18,t,$142.00
1874928,2016-01-19,t,$142.00
1874928,2016-01-20,t,$142.00
1874928,2016-01-21,t,$142.00
1874928,2016-01-22,t,$142.00
1874928,2016-01-23,t,$142.00
1874928,2016-01-24,t,$142.00
1874928,2016-01-25,t,$142.00
1874928,2016-01-26,t,$142.00
1874928,2016-01-27,t,$142.00
1874928,2016-01-28,t,$142.00
1874928,2016-01-29,t,$142.00
1874928,2016-01-30,t,$142.00
1874928,2016-01-31,t,$142.00
1874928,2016-02-01,t,$142.00
1874928,2016-02-02,t,$142.00
1874928,2016-02-03,t,$142.00
1874928,2016-02-04,t,$142.00
1874928,2016-02-05,t,$142.00
1874928,2016-02-06,t,$142.00
1874928,2016-02-07,t,$142.00
1874928,2016-02-08,t,$142.00
1874928,2016-02-09,t,$142.00
1874928,2016-02-10,t,$142.00
1874928,2016-02-11,t,$142.00
1874928,2016-02-12,t,$142.00
1874928,2016-02-13,t,$142.00
1874928,2016-02-14,t,$142.00
1874928,2016-02-15,t,$142.00
1874928,2016-02-16,t,$142.00
1874928,2016-02-17,t,$142.00
1874928,2016-02-18,t,$142.00
1874928,2016-02-19,t,$142.00
1874928,2016-02-20,t,$142.00
1874928,2016-02-21,t,$142.00
1874928,2016-02-22,t,$142.00
1874928,2016-02-23,t,$142.00
1874928,2016-02-24,t,$142.00
1874928,2016-02-25,t,$142.00
1874928,2016-02-26,t,$142.00
1874928,2016-02-27,t,$142.00
1874928,2016-02-28,t,$142.00
1874928,2016-02-29,t,$142.00
1874928,2016-03-01,t,$142.00
1874928,2016-03-02,t,$142.00
1874928,2016-03-03,t,$142.00
1874928,2016-03-04,t,$142.00
1874928,2016-03-05,t,$142.00
1874928,2016-03-06,t,$142.00
1874928,2016-03-07,t,$142.00
1874928,2016-03-08,t,$142.00
1874928,2016-03-09,t,$142.00
1874928,2016-03-10,t,$142.00
1874928,2016-03-11,t,$142.00
1874928,2016-03-12,t,$142.00
1874928,2016-03-13,t,$142.00
1874928,2016-03-14,t,$142.00
1874928,2016-03-15,t,$142.00
1874928,2016-03-16,t,$142.00
1874928,2016-03-17,t,$142.00
1874928,2016-03-18,t,$142.00
1874928,2016-03-19,t,$142.00
1874928,2016-03-20,t,$142.00
1874928,2016-03-21,t,$142.00
1874928,2016-03-22,t,$142.00
1874928,2016-03-23,t,$142.00
1874928,2016-03-24,t,$142.00
1874928,2016-03-25,t,$142.00
1874928,2016-03-26,t,$142.00
1874928,2016-03-27,t,$142.00
1874928,2016-03-28,t,$142.00
