listing_id,date,available,price
14487681,2017-09-05,t,$100.00
14487681,2017-09-04,t,$100.00
14487681,2017-09-03,t,$100.00
14487681,2017-09-02,t,$100.00
14487681,2017-09-01,t,$100.00
14487681,2017-08-31,t,$100.00
14487681,2017-08-30,t,$100.00
14487681,2017-08-29,t,$100.00
14487681,2017-08-28,t,$100.00
14487681,2017-08-27,t,$100.00
14487681,2017-08-26,t,$100.00
14487681,2017-08-25,t,$100.00
14487681,2017-08-24,t,$100.00
14487681,2017-08-23,t,$100.00
14487681,2017-08-22,t,$100.00
14487681,2017-08-21,t,$100.00
14487681,2017-06-15,t,$125.00
14487681,2017-06-14,t,$125.00
14487681,2017-06-13,t,$125.00
14487681,2017-06-12,t,$125.00
14487681,2017-06-11,t,$125.00
14487681,2017-06-10,t,$165.00
14487681,2017-06-09,t,$165.00
14487681,2017-06-08,t,$165.00
14487681,2017-06-07,t,$165.00
14487681,2017-06-06,t,$165.00
14487681,2017-06-05,t,$125.00
14487681,2017-06-04,t,$125.00
14487681,2017-06-03,t,$140.00
14487681,2017-06-02,t,$140.00
14487681,2017-06-01,t,$125.00
14487681,2017-05-31,t,$125.00
14487681,2017-05-30,t,$125.00
14487681,2017-05-29,t,$125.00
14487681,2017-05-28,t,$125.00
14487681,2017-05-27,t,$140.00
14487681,2017-05-26,t,$140.00
14487681,2017-05-25,t,$125.00
14487681,2017-05-24,t,$125.00
14487681,2017-05-23,t,$125.00
14487681,2017-05-22,t,$125.00
14487681,2017-05-21,t,$125.00
14487681,2017-05-20,t,$140.00
14487681,2017-05-19,t,$140.00
14487681,2017-05-18,t,$125.00
14487681,2017-05-17,t,$125.00
14487681,2017-05-16,t,$125.00
14487681,2017-05-15,t,$125.00
14487681,2017-05-14,t,$125.00
14487681,2017-05-13,t,$140.00
14487681,2017-05-12,t,$140.00
14487681,2017-05-11,t,$125.00
14487681,2017-05-10,t,$125.00
14487681,2017-05-09,t,$125.00
14487681,2017-05-08,t,$125.00
14487681,2017-05-07,t,$125.00
14487681,2017-05-06,t,$140.00
14487681,2017-05-05,t,$140.00
14487681,2017-05-04,t,$125.00
14487681,2017-05-03,t,$125.00
14487681,2017-05-02,t,$125.00
14487681,2017-05-01,t,$125.00
14487681,2017-04-30,t,$100.00
14487681,2017-04-29,t,$125.00
14487681,2017-04-28,t,$125.00
14487681,2017-04-27,t,$100.00
14487681,2017-04-26,t,$100.00
14487681,2017-04-25,t,$100.00
14487681,2017-04-24,t,$100.00
14487681,2017-04-23,t,$100.00
14487681,2017-04-22,t,$125.00
14487681,2017-04-21,t,$125.00
14487681,2017-04-20,t,$100.00
14487681,2017-04-19,t,$100.00
14487681,2017-04-18,t,$100.00
14487681,2017-04-17,t,$100.00
14487681,2017-04-16,t,$100.00
14487681,2017-04-15,t,$125.00
14487681,2017-04-14,t,$125.00
14487681,2017-04-13,t,$100.00
14487681,2017-04-12,t,$100.00
14487681,2017-04-11,t,$100.00
14487681,2017-04-10,t,$100.00
14487681,2017-04-09,t,$100.00
14487681,2017-04-08,t,$125.00
14487681,2017-04-07,t,$125.00
14487681,2017-04-06,t,$100.00
14487681,2017-04-05,t,$100.00
14487681,2017-04-04,t,$100.00
14487681,2017-04-03,t,$100.00
14487681,2017-04-02,t,$100.00
14487681,2017-04-01,t,$125.00
14487681,2017-03-31,t,$125.00
14487681,2017-03-30,t,$100.00
14487681,2017-03-29,t,$100.00
14487681,2017-03-28,t,$100.00
14487681,2017-03-27,t,$100.00
14487681,2017-03-26,t,$100.00
14487681,2017-03-25,t,$125.00
14487681,2017-03-24,t,$125.00
14487681,2017-03-23,t,$100.00
14487681,2017-03-22,t,$100.00
14487681,2017-03-21,t,$100.00
14487681,2017-03-20,t,$100.00
14487681,2017-03-19,t,$100.00
14487681,2017-03-18,t,$125.00
14487681,2017-03-17,t,$125.00
14487681,2017-03-16,t,$100.00
14487681,2017-03-15,t,$100.00
14487681,2017-03-14,t,$100.00
14487681,2017-03-13,t,$100.00
14487681,2017-03-12,t,$100.00
14487681,2017-03-11,t,$125.00
14487681,2017-03-10,t,$125.00
14487681,2017-03-09,t,$100.00
14487681,2017-03-08,t,$100.00
14487681,2017-03-07,t,$100.00
14487681,2017-03-06,t,$100.00
14487681,2017-03-05,t,$100.00
14487681,2017-03-04,t,$125.00
14487681,2017-03-03,t,$125.00
14487681,2017-03-02,t,$100.00
14487681,2017-03-01,t,$100.00
14487681,2017-02-28,t,$100.00
14487681,2017-02-27,t,$100.00
14487681,2017-02-26,t,$100.00
14487681,2017-02-25,t,$125.00
14487681,2017-02-24,t,$125.00
14487681,2017-02-23,t,$100.00
14487681,2017-02-22,t,$100.00
14487681,2017-02-21,t,$100.00
14487681,2017-02-20,t,$100.00
14487681,2017-02-19,t,$100.00
14487681,2017-02-18,t,$125.00
14487681,2017-02-17,t,$125.00
14487681,2017-02-16,t,$100.00
14487681,2017-02-15,t,$100.00
14487681,2017-02-14,t,$125.00
14487681,2017-02-13,t,$125.00
14487681,2017-02-12,t,$125.00
14487681,2017-02-11,t,$125.00
14487681,2017-02-10,t,$125.00
14487681,2017-02-09,t,$100.00
14487681,2017-02-08,t,$100.00
14487681,2017-02-07,t,$100.00
14487681,2017-02-06,t,$100.00
14487681,2017-02-05,t,$100.00
14487681,2017-02-04,t,$100.00
14487681,2017-02-03,t,$100.00
14487681,2017-02-02,t,$100.00
14487681,2017-02-01,t,$100.00
14487681,2017-01-31,t,$100.00
14487681,2017-01-30,t,$100.00
14487681,2017-01-29,t,$100.00
14487681,2017-01-28,t,$100.00
14487681,2017-01-27,t,$100.00
14487681,2017-01-26,t,$100.00
14487681,2017-01-25,t,$100.00
14487681,2017-01-24,t,$100.00
14487681,2017-01-23,t,$100.00
14487681,2017-01-22,t,$100.00
14487681,2017-01-21,t,$100.00
14487681,2017-01-20,t,$100.00
14487681,2017-01-19,t,$100.00
14487681,2017-01-18,t,$100.00
14487681,2017-01-17,t,$100.00
14487681,2017-01-16,t,$100.00
14487681,2017-01-15,t,$100.00
14487681,2017-01-14,t,$100.00
14487681,2017-01-13,t,$100.00
14487681,2017-01-12,t,$100.00
14487681,2017-01-11,t,$100.00
14487681,2017-01-10,t,$100.00
14487681,2017-01-09,t,$100.00
14487681,2017-01-08,t,$100.00
14487681,2017-01-07,t,$100.00
14487681,2017-01-06,t,$100.00
