4.0;5078
5.0;4282
3.0;2910
4.5;1736
3.5;1461
2.0;697
2.5;439
1.0;277
1.5;135
0.5;104
15.0;99
268.0;96
73.0;95
580.0;93
461.0;92
509.0;91
654.0;91
468.0;90
212.0;87
430.0;87
355.0;84
607.0;84
562.0;83
596.0;83
134.0;82
624.0;82
105.0;81
130.0;81
23.0;80
388.0;80
564.0;80
30.0;79
77.0;79
353.0;79
295.0;78
380.0;77
452.0;76
152.0;75
213.0;75
472.0;75
442.0;74
547.0;74
574.0;73
111.0;72
311.0;71
463.0;71
306.0;70
457.0;70
577.0;70
119.0;69
150.0;69
88.0;68
243.0;68
480.0;68
664.0;67
292.0;66
294.0;64
518.0;64
19.0;63
165.0;63
313.0;63
345.0;63
561.0;63
157.0;63
125.0;62
232.0;62
78.0;61
303.0;61
428.0;61
527.0;61
312.0;60
358.0;59
514.0;59
56.0;58
262.0;58
384.0;58
285.0;57
665.0;57
253.0;56
523.0;56
615.0;56
627.0;56
159.0;55
199.0;55
240.0;55
242.0;55
394.0;55
17.0;54
584.0;54
214.0;54
344.0;53
520.0;53
220.0;52
481.0;52
598.0;52
458.0;51
195.0;50
282.0;50
431.0;50
22.0;49
4.0;5078
5.0;4282
3.0;2910
4.5;1736
3.5;1461
2.0;697
2.5;439
1.0;277
1.5;135
0.5;104
15.0;99
268.0;96
73.0;95
580.0;93
461.0;92
509.0;91
654.0;91
468.0;90
212.0;87
430.0;87
355.0;84
607.0;84
562.0;83
596.0;83
134.0;82
624.0;82
105.0;81
130.0;81
23.0;80
388.0;80
564.0;80
30.0;79
77.0;79
353.0;79
295.0;78
380.0;77
452.0;76
152.0;75
213.0;75
472.0;75
442.0;74
547.0;74
574.0;73
111.0;72
311.0;71
463.0;71
306.0;70
457.0;70
577.0;70
119.0;69
150.0;69
88.0;68
243.0;68
480.0;68
664.0;67
292.0;66
294.0;64
518.0;64
19.0;63
165.0;63
313.0;63
345.0;63
561.0;63
157.0;63
125.0;62
232.0;62
78.0;61
303.0;61
428.0;61
527.0;61
312.0;60
358.0;59
514.0;59
56.0;58
262.0;58
384.0;58
285.0;57
665.0;57
253.0;56
523.0;56
615.0;56
627.0;56
159.0;55
199.0;55
240.0;55
242.0;55
394.0;55
17.0;54
584.0;54
214.0;54
344.0;53
520.0;53
220.0;52
481.0;52
598.0;52
458.0;51
195.0;50
282.0;50
431.0;50
22.0;49
72.0;48
94.0;48
97.0;48
120.0;48
433.0;48
102.0;48
346.0;48
48.0;47
608.0;47
26.0;46
460.0;46
475.0;46
466.0;46
587.0;46
93.0;46
68.0;45
201.0;45
219.0;45
522.0;45
575.0;45
247.0;44
500.0;44
544.0;44
623.0;44
21.0;43
408.0;43
505.0;43
185.0;42
187.0;42
328.0;42
423.0;42
471.0;42
534.0;42
34.0;42
20.0;41
283.0;41
418.0;41
426.0;41
92.0;40
501.0;40
550.0;40
648.0;40
8.0;39
128.0;39
188.0;39
324.0;39
537.0;39
605.0;39
99.0;38
110.0;38
487.0;38
559.0;38
585.0;38
659.0;38
671.0;38
146.0;37
200.0;37
235.0;37
275.0;37
362.0;37
382.0;37
405.0;37
483.0;37
516.0;37
529.0;37
592.0;37
602.0;37
407.0;37
450.0;37
603.0;37
57.0;36
168.0;36
400.0;36
548.0;36
89.0;36
7.0;35
124.0;35
163.0;35
177.0;35
245.0;35
373.0;35
641.0;35
236.0;35
390.0;35
553.0;35
42.0;34
69.0;34
161.0;34
379.0;34
402.0;34
434.0;34
496.0;34
525.0;34
531.0;34
590.0;34
59.0;34
118.0;34
176.0;34
309.0;34
439.0;34
75.0;33
91.0;33
149.0;33
151.0;33
178.0;33
417.0;33
86.0;33
271.0;33
287.0;33
79.0;32
85.0;32
121.0;32
234.0;32
254.0;32
279.0;32
597.0;32
649.0;32
137.0;32
175.0;32
363.0;32
38.0;31
41.0;31
138.0;31
369.0;31
385.0;31
396.0;31
560.0;31
570.0;31
164.0;31
342.0;31
533.0;31
350.0;30
510.0;30
535.0;30
586.0;30
412.0;30
502.0;30
595.0;30
479.0;30
61.0;30
367.0;30
205.0;29
281.0;29
288.0;29
416.0;29
441.0;29
588.0;29
555.0;29
655.0;29
425.0;29
251.0;28
662.0;28
273.0;28
63.0;28
145.0;27
304.0;27
338.0;27
486.0;27
528.0;27
647.0;27
67.0;26
126.0;26
182.0;26
192.0;26
216.0;26
241.0;26
244.0;26
261.0;26
297.0;26
563.0;26
136.0;26
370.0;26
50.0;25
82.0;25
84.0;25
194.0;25
410.0;25
440.0;25
494.0;25
508.0;25
517.0;25
519.0;25
568.0;25
593.0;25
95.0;25
155.0;25
316.0;25
83.0;24
144.0;24
160.0;24
371.0;24
582.0;24
31.0;24
237.0;24
352.0;24
378.0;24
148.0;24
36.0;23
239.0;23
250.0;23
354.0;23
432.0;23
456.0;23
666.0;23
103.0;23
108.0;22
266.0;22
339.0;22
381.0;22
422.0;22
621.0;22
646.0;22
447.0;22
594.0;22
101.0;22
228.0;22
532.0;22
116.0;21
225.0;21
421.0;21
503.0;21
39.0;21
183.0;21
536.0;21
589.0;21
626.0;21
13.0;20
32.0;20
66.0;20
191.0;20
230.0;20
248.0;20
375.0;20
567.0;20
617.0;20
629.0;20
633.0;20
270.0;20
291.0;20
330.0;20
217.0;20
74.0;19
184.0;19
263.0;19
293.0;19
478.0;19
495.0;19
658.0;19
47.0;19
153.0;19
387.0;19
133.0;18
260.0;18
391.0;18
415.0;18
493.0;18
530.0;18
552.0;18
653.0;18
454.0;18
632.0;18
639.0;18
139.0;18
521.0;18
670.0;18
420.0;18
169.0;18
386.0;18
43.0;17
122.0;17
172.0;17
193.0;17
383.0;17
572.0;17
657.0;17
667.0;17
104.0;17
224.0;17
556.0;17
302.0;17
64.0;16
255.0;16
300.0;16
317.0;16
320.0;16
449.0;16
473.0;16
660.0;16
257.0;16
307.0;16
327.0;16
620.0;16
10.0;16
115.0;16
218.0;16
613.0;16
551.0;16
290.0;16
189.0;16
265.0;16
114.0;15
166.0;15
197.0;15
249.0;15
308.0;15
333.0;15
340.0;15
401.0;15
443.0;15
455.0;15
513.0;15
569.0;15
299.0;15
545.0;15
619.0;15
298.0;15
622.0;15
554.0;15
558.0;15
542.0;15
132.0;14
143.0;14
277.0;14
448.0;14
491.0;14
546.0;14
599.0;14
231.0;14
409.0;14
9.0;14
360.0;14
215.0;14
347.0;14
211.0;14
652.0;14
24.0;13
49.0;13
321.0;13
524.0;13
538.0;13
614.0;13
389.0;13
453.0;13
419.0;13
497.0;13
198.0;13
467.0;13
98.0;12
142.0;12
314.0;12
319.0;12
267.0;12
305.0;12
399.0;12
635.0;12
398.0;12
40.0;12
576.0;12
406.0;12
656.0;12
238.0;11
259.0;11
348.0;11
578.0;11
171.0;11
274.0;11
464.0;11
606.0;11
435.0;11
87.0;11
361.0;11
474.0;11
186.0;11
33.0;11
206.0;11
488.0;11
427.0;11
127.0;10
462.0;10
27.0;10
583.0;10
62.0;10
359.0;10
376.0;10
476.0;10
90.0;10
343.0;10
507.0;10
365.0;10
565.0;10
131.0;9
140.0;9
141.0;9
208.0;9
334.0;9
541.0;9
628.0;9
630.0;9
109.0;9
437.0;9
506.0;9
411.0;9
643.0;9
429.0;9
173.0;9
252.0;9
499.0;9
573.0;9
616.0;9
246.0;9
612.0;9
264.0;8
512.0;8
611.0;8
147.0;8
278.0;8
438.0;8
511.0;8
668.0;8
81.0;8
203.0;8
364.0;8
651.0;8
404.0;8
55.0;8
223.0;8
272.0;8
318.0;8
329.0;8
395.0;8
543.0;8
640.0;8
489.0;8
180.0;8
326.0;8
357.0;8
53.0;8
112.0;7
202.0;7
539.0;7
16.0;7
96.0;7
368.0;7
618.0;7
18.0;7
459.0;7
636.0;7
167.0;7
644.0;7
179.0;7
12.0;7
60.0;7
70.0;7
100.0;7
210.0;7
190.0;7
498.0;7
106.0;7
181.0;6
631.0;6
661.0;6
349.0;6
25.0;6
44.0;6
65.0;6
315.0;6
337.0;6
28.0;6
37.0;6
80.0;6
233.0;6
284.0;6
52.0;6
490.0;6
374.0;6
286.0;6
445.0;5
663.0;5
107.0;5
117.0;5
323.0;5
549.0;5
637.0;5
451.0;5
669.0;5
6.0;5
129.0;5
625.0;5
351.0;5
414.0;5
14.0;5
46.0;5
256.0;5
413.0;5
484.0;5
482.0;5
58.0;5
11.0;4
403.0;4
470.0;4
609.0;4
446.0;4
436.0;4
280.0;4
393.0;4
170.0;4
162.0;4
196.0;4
392.0;4
424.0;4
571.0;4
650.0;4
296.0;4
600.0;4
465.0;4
591.0;4
526.0;4
322.0;4
366.0;4
336.0;3
54.0;3
226.0;3
540.0;3
634.0;3
258.0;3
29.0;3
71.0;3
154.0;3
492.0;3
557.0;3
642.0;3
123.0;3
229.0;3
332.0;3
204.0;3
135.0;3
372.0;3
207.0;2
566.0;2
579.0;2
331.0;2
604.0;2
276.0;2
504.0;2
610.0;2
269.0;2
222.0;2
444.0;2
601.0;2
515.0;2
397.0;2
581.0;2
156.0;1
335.0;1
477.0;1
377.0;1
645.0;1
221.0;1
113.0;1
51.0;1
341.0;1
158.0;1
